"revision","rustdoc_item_id","public_path","kind","classification","harness_route","evidence_state"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","1774","aarch64_vmsa::attrs::raw::unprivileged_execute_never","struct_field","typed-inspection","stable semantic mapping generates and typed walk/semantic inspection decodes VMSA64/D128 stage-1/stage-2 raw fields; retained permission/PAS and active-format tests cover the descriptor mechanism; catalog: descriptors.raw-field-bounds; attributes.semantic-live; permissions.stage1-semantic-mapper; permissions.d128-stage2-semantic-mapper","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","1803","aarch64_vmsa::attrs::raw::unprivileged_execute_never_limit","struct_field","typed-inspection","stable semantic mapping generates and typed walk/semantic inspection decodes VMSA64/D128 stage-1/stage-2 raw fields; retained permission/PAS and active-format tests cover the descriptor mechanism; catalog: descriptors.raw-field-bounds; attributes.semantic-live; permissions.stage1-semantic-mapper; permissions.d128-stage2-semantic-mapper","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","2089","aarch64_vmsa::attrs::resolve::D128AliasConfig","trait","type-only","typed catalog bounds and compile-time regime/format selection","classified"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","2635","aarch64_vmsa::attrs::resolve::LiveVmsaConfig","struct","typed-inspection","stable semantic mapper construction and typed descriptor inspection; attributes.semantic-live, permissions.stage1-semantic-mapper, permissions.stage2-direct-semantic-mapper, permissions.d128-stage1-effective-semantic-mapper, permissions.d128-stage2-semantic-mapper, pas.semantic-access, and active D128 tests","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","2387","aarch64_vmsa::attrs::resolve::PasConfig","trait","type-only","typed catalog bounds and compile-time regime/format selection","classified"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","2075","aarch64_vmsa::attrs::resolve::ShareabilityConfig","trait","type-only","typed catalog bounds and compile-time regime/format selection","classified"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","2060","aarch64_vmsa::attrs::resolve::Stage1MemoryConfig","trait","type-only","typed catalog bounds and compile-time regime/format selection","classified"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","2088","aarch64_vmsa::attrs::resolve::Stage1PermissionConfig","trait","type-only","typed catalog bounds and compile-time regime/format selection","classified"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","2355","aarch64_vmsa::attrs::resolve::Stage2MemoryConfig","trait","type-only","typed catalog bounds and compile-time regime/format selection","classified"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","2602","aarch64_vmsa::attrs::resolve::Stage2MemoryMode","enum","typed-inspection","stable semantic mapper covers combined and every FWB encoding with MTE gating and wrong-mode normalization; permissions.stage1-semantic-mapper, permissions.stage2-direct-semantic-mapper, permissions.d128-stage1-effective-semantic-mapper, permissions.d128-stage2-semantic-mapper in ns-el2-00001784005229606967-31968","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","2377","aarch64_vmsa::attrs::resolve::Stage2PermissionConfig","trait","type-only","typed catalog bounds and compile-time regime/format selection","classified"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","2035","aarch64_vmsa::attrs::resolve::codec::AttributeCodec","trait","type-only","typed catalog bounds and compile-time regime/format selection","classified"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","2064","aarch64_vmsa::attrs::resolve::codec::VmsaAttributeCodec","struct","typed-inspection","stable semantic mapper construction and typed descriptor inspection; attributes.semantic-live, permissions.stage1-semantic-mapper, permissions.stage2-direct-semantic-mapper, permissions.d128-stage1-effective-semantic-mapper, permissions.d128-stage2-semantic-mapper, pas.semantic-access, and active D128 tests","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","2673","aarch64_vmsa::attrs::resolve::d128_stage1_alias","struct_field","typed-inspection","stable semantic mapper construction and typed descriptor inspection; attributes.semantic-live, permissions.stage1-semantic-mapper, permissions.stage2-direct-semantic-mapper, permissions.d128-stage1-effective-semantic-mapper, permissions.d128-stage2-semantic-mapper, pas.semantic-access, and active D128 tests","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","2596","aarch64_vmsa::attrs::resolve::item_2596","use","type-only","public namespace and reexport surface","classified"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","2597","aarch64_vmsa::attrs::resolve::item_2597","use","type-only","public namespace and reexport surface","classified"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","2598","aarch64_vmsa::attrs::resolve::item_2598","use","type-only","public namespace and reexport surface","classified"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","2700","aarch64_vmsa::attrs::resolve::item_2700","use","type-only","public namespace and reexport surface","classified"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","2668","aarch64_vmsa::attrs::resolve::mair","struct_field","typed-inspection","stable semantic mapper construction and typed descriptor inspection; attributes.semantic-live, permissions.stage1-semantic-mapper, permissions.stage2-direct-semantic-mapper, permissions.d128-stage1-effective-semantic-mapper, permissions.d128-stage2-semantic-mapper, pas.semantic-access, and active D128 tests","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","2669","aarch64_vmsa::attrs::resolve::mair2","struct_field","typed-inspection","stable semantic mapper construction and typed descriptor inspection; attributes.semantic-live, permissions.stage1-semantic-mapper, permissions.stage2-direct-semantic-mapper, permissions.d128-stage1-effective-semantic-mapper, permissions.d128-stage2-semantic-mapper, pas.semantic-access, and active D128 tests","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","2675","aarch64_vmsa::attrs::resolve::output_pas","struct_field","typed-inspection","stable semantic mapper PAS encode/decode across Secure, Realm, Root, and Non-secure regimes; pas.semantic-access and root d128 permission-indirection evidence","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","2490","aarch64_vmsa::attrs::resolve::pas::RawStage1LeafPas","struct","typed-inspection","stable semantic mapper PAS encode/decode across Secure, Realm, Root, and Non-secure regimes; pas.semantic-access and root d128 permission-indirection evidence","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","2062","aarch64_vmsa::attrs::resolve::pas::Stage1PasResolver","trait","type-only","typed catalog bounds and compile-time regime/format selection","classified"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","2488","aarch64_vmsa::attrs::resolve::pas::ns","struct_field","typed-inspection","stable semantic mapper PAS encode/decode across Secure, Realm, Root, and Non-secure regimes; pas.semantic-access and root d128 permission-indirection evidence","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","2489","aarch64_vmsa::attrs::resolve::pas::nse","struct_field","typed-inspection","stable semantic mapper PAS encode/decode across Secure, Realm, Root, and Non-secure regimes; pas.semantic-access and root d128 permission-indirection evidence","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","2674","aarch64_vmsa::attrs::resolve::shareability","struct_field","typed-inspection","stable semantic mapper construction and typed descriptor inspection; attributes.semantic-live, permissions.stage1-semantic-mapper, permissions.stage2-direct-semantic-mapper, permissions.d128-stage1-effective-semantic-mapper, permissions.d128-stage2-semantic-mapper, pas.semantic-access, and active D128 tests","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","2670","aarch64_vmsa::attrs::resolve::stage1_permissions","struct_field","typed-inspection","stable semantic mapper permission encode/decode and exact normalized negative paths; permissions.stage1-semantic-mapper, permissions.stage2-direct-semantic-mapper, permissions.d128-stage1-effective-semantic-mapper, permissions.d128-stage2-semantic-mapper in ns-el2-00001784005229606967-31968","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","2556","aarch64_vmsa::attrs::resolve::stage1_permissions::RawStage1DirectLeafPermissions","struct","typed-inspection","stable semantic mapper permission encode/decode and exact normalized negative paths; permissions.stage1-semantic-mapper, permissions.stage2-direct-semantic-mapper, permissions.d128-stage1-effective-semantic-mapper, permissions.d128-stage2-semantic-mapper in ns-el2-00001784005229606967-31968","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","2560","aarch64_vmsa::attrs::resolve::stage1_permissions::RawStage1TablePermissionLimits","struct","typed-inspection","stable semantic mapper permission encode/decode and exact normalized negative paths; permissions.stage1-semantic-mapper, permissions.stage2-direct-semantic-mapper, permissions.d128-stage1-effective-semantic-mapper, permissions.d128-stage2-semantic-mapper in ns-el2-00001784005229606967-31968","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","2061","aarch64_vmsa::attrs::resolve::stage1_permissions::Stage1DirectPermissionModel","trait","type-only","typed catalog bounds and compile-time regime/format selection","classified"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","2500","aarch64_vmsa::attrs::resolve::stage1_permissions::Stage1PermissionRegisterPair","struct","typed-inspection","stable semantic mapper permission encode/decode and exact normalized negative paths; permissions.stage1-semantic-mapper, permissions.stage2-direct-semantic-mapper, permissions.d128-stage1-effective-semantic-mapper, permissions.d128-stage2-semantic-mapper in ns-el2-00001784005229606967-31968","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","2528","aarch64_vmsa::attrs::resolve::stage1_permissions::Stage1PermissionRegisters","struct","typed-inspection","stable semantic mapper permission encode/decode and exact normalized negative paths; permissions.stage1-semantic-mapper, permissions.stage2-direct-semantic-mapper, permissions.d128-stage1-effective-semantic-mapper, permissions.d128-stage2-semantic-mapper in ns-el2-00001784005229606967-31968","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","2553","aarch64_vmsa::attrs::resolve::stage1_permissions::ap","struct_field","typed-inspection","stable semantic mapper permission encode/decode and exact normalized negative paths; permissions.stage1-semantic-mapper, permissions.stage2-direct-semantic-mapper, permissions.d128-stage1-effective-semantic-mapper, permissions.d128-stage2-semantic-mapper in ns-el2-00001784005229606967-31968","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","2557","aarch64_vmsa::attrs::resolve::stage1_permissions::ap_table","struct_field","typed-inspection","stable semantic mapper permission encode/decode and exact normalized negative paths; permissions.stage1-semantic-mapper, permissions.stage2-direct-semantic-mapper, permissions.d128-stage1-effective-semantic-mapper, permissions.d128-stage2-semantic-mapper in ns-el2-00001784005229606967-31968","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","2498","aarch64_vmsa::attrs::resolve::stage1_permissions::base","struct_field","typed-inspection","stable semantic mapper permission encode/decode and exact normalized negative paths; permissions.stage1-semantic-mapper, permissions.stage2-direct-semantic-mapper, permissions.d128-stage1-effective-semantic-mapper, permissions.d128-stage2-semantic-mapper in ns-el2-00001784005229606967-31968","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","2527","aarch64_vmsa::attrs::resolve::stage1_permissions::gcs_implemented","struct_field","typed-inspection","stable semantic mapper permission encode/decode and exact normalized negative paths; permissions.stage1-semantic-mapper, permissions.stage2-direct-semantic-mapper, permissions.d128-stage1-effective-semantic-mapper, permissions.d128-stage2-semantic-mapper in ns-el2-00001784005229606967-31968","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","2499","aarch64_vmsa::attrs::resolve::stage1_permissions::overlay","struct_field","typed-inspection","stable semantic mapper permission encode/decode and exact normalized negative paths; permissions.stage1-semantic-mapper, permissions.stage2-direct-semantic-mapper, permissions.d128-stage1-effective-semantic-mapper, permissions.d128-stage2-semantic-mapper in ns-el2-00001784005229606967-31968","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","2525","aarch64_vmsa::attrs::resolve::stage1_permissions::privileged","struct_field","typed-inspection","stable semantic mapper permission encode/decode and exact normalized negative paths; permissions.stage1-semantic-mapper, permissions.stage2-direct-semantic-mapper, permissions.d128-stage1-effective-semantic-mapper, permissions.d128-stage2-semantic-mapper in ns-el2-00001784005229606967-31968","evidence-complete"
